R2_OLS (n1),R2_XGB (n1),gap R2 (n1),MAE_OLS (n1),MAE_XGB (n1),gap MAE (n1),Beta_Estr (n1),Beta_Coyu (n1),Beta_Fin (n1),Beta_Lab (n1),Beta_Inmo (n1)
0.6881451026159631,0.9703302635081772,28.218516089221414,0.4454092155417689,0.13154869621370865,70.46565458828668,0.33354677916372283,-0.2678700547559008,0.13789403044972892,-0.4247493150281454,0.32593301654630485
0.7133709256231074,0.971920070296143,25.85491446730356,0.43799661609893215,0.1315604532073018,69.96313478878893,0.3574572590310371,-0.27686216240400247,0.12647893096455787,-0.4678826775735183,0.3917659532098165
0.7278314270499164,0.9752143587250703,24.73829316751539,0.43130059767363593,0.1232246988957315,71.42950889463518,0.3778277090768915,-0.2845229571964571,0.11675387671547928,-0.5046299955661345,0.4478520943127056
0.6047436998023412,0.9557194305433833,35.097573074104204,0.45748792957004525,0.1643113308144986,64.08400742530603,0.29435547821562985,-0.25313122897950185,0.15660434499625248,-0.35405008181326636,0.2180272594308476
