Variable_11r_agr,Contribución (%)_11r_agr,Carga_PC1_11r_agr,Max_Corr_11r_agr,Dirección_11r_agr,Lag_11r_agr
Sec_AgriculturayGanadería,100.0,1.0,1.0,Directa,0
