cluster,n_grupos,Grupos_en_cluster,sens_serv_promedio,sens_cons_promedio,sens_serv_burbuja,sens_cons_burbuja,sens_serv_saneo,sens_cons_saneo,sens_serv_actual,sens_cons_actual,ISC,Vanguardia,Gap_Institucional
0,3,"Madrid, Ceuta_Melilla, Canarias",1.6852780696910994,0.14052088271512095,1.6152184828925484,0.2005103810060563,1.2369006594558594,0.054263302617053956,0.8470770722709959,0.06346945559566496,0.22705,0.6666666666666666,1.3333333333333333
1,14,"Murcia, CastillaLeon, Asturias, Galicia, PaisVasco, Aragon, Valencia, CastillaLaMancha, Andalucia, LaRioja, Extremadura, Cantabria, Cataluña, Navarra",1.283061494597486,0.16541614897765555,1.195708245414963,0.23060670724208104,0.9580397135615295,0.06548501867307108,0.650777923954718,0.07427462285385432,0.23461785714285716,0.0,0.6428571428571429
2,1,Baleares,1.618800036903381,0.20946345811356554,1.5357242412423049,0.27593608840915984,1.1960598939061038,0.08421905976927133,0.8130260910075265,0.10932787383534609,0.24764999999999998,0.0,1.0
