cluster_4,R2_OLS (n2),R2_XGB (n2),gap R2 (%) (n2),MAE_OLS (n2),MAE_XGB (n2),gap MAE (%) (n2),Beta_Sector_Agr,Beta_Sector_Ind,Beta_Sector_Cons,Beta_Sector_Serv
C0_Dinámico,0.8698556010095543,0.9736932116671616,10.383761065760734,0.2965524338291069,0.12081779795716667,59.2592121409498,-1.233853244203971,1.0034276946993022,0.2858088534407772,-0.19125672052676013
C1_Escudo,0.8828788865835172,0.9770075044217504,9.412861783823324,0.2879721245019951,0.11440144296508109,60.2734316167159,-1.1535094501894934,0.9157070465515215,0.31412089324012593,-0.11048329983558036
C1_Base,0.8896057611779792,0.9777340160765005,8.812825489852127,0.2777113119339268,0.11122154237549013,59.95066185782449,-1.064977627890187,0.8190465772637477,0.3453182807570145,-0.021478066576989516
C2_Extremo,0.8094058236971042,0.9624515948448698,15.304577114776553,0.30503862752034433,0.1326275324518192,56.52106963306681,-1.3300906767242953,1.1085012733162167,0.2518961156478423,-0.2880087686289756
