CCAA,Año,PCA_10r_emp,PCA_11r_agr,PCA_12r_ind,PCA_13r_cons,PCA_14r_serv,PCA_15r_hog,PCA_16m_agr,PCA_17m_ind,PCA_18m_cons,PCA_19m_serv,PCA_1m_estr,PCA_20st_agr,PCA_21st_ind,PCA_22st_cons,PCA_23st_serv,PCA_24r_osr_ccaa,PCA_25r_aapp_ccaa,PCA_26r_ccaa,PCA_27r_osr_gt,PCA_28r_aapp_gt,PCA_29st_r_gt,PCA_2m_coyu,PCA_30r_gt1,PCA_30r_gt2,PCA_30r_gt3,PCA_30r_gt4,PCA_30r_gt5,PCA_30r_gt6,PCA_30r_gt7,PCA_30r_gt8,PCA_30r_gt9,PCA_31st_r_ggtt,PCA_32m_ggtt,PCA_33m_gt1,PCA_33m_gt2,PCA_33m_gt3,PCA_33m_gt4,PCA_33m_gt5,PCA_33m_gt6,PCA_33m_gt7,PCA_33m_gt8,PCA_33m_gt9,PCA_34st_gt1,PCA_34st_gt2,PCA_34st_gt3,PCA_34st_gt4,PCA_34st_gt5,PCA_34st_gt6,PCA_34st_gt7,PCA_34st_gt8,PCA_34st_gt9,PCA_35st_m_rhog,PCA_36st_m_rsect,PCA_37st_m_remp,PCA_38st_m_r_ccaa,PCA_3m_fin,PCA_4m_lab,PCA_5m_inmo,PCA_6m_vab,PCA_7st_macro,PCA_8r_resi,PCA_9r_agen,PCA_exposicionSP_alta,PCA_exposicionSP_baja,PCA_exposicionSP_media,PCA_m_0_ciclo,PCA_macro_jerarquico,PCA_34m_ccaa,GT,sens_serv_promedio,sens_cons_promedio,sens_serv_burbuja,sens_cons_burbuja,sens_serv_saneo,sens_cons_saneo,sens_serv_actual,sens_cons_actual,ISC,Vanguardia,Gap_Institucional,cluster_raw,cluster,dist_centroide,cluster_4,Ind_macro_terri_pca34,Ind_riesgo_terri_pca2425
Navarra,2008,3.560423692845885,1.6070750845801118,4.218645752052231,3.8487220306068752,2.8341018029598453,2.0408039016417847,-0.07806163896938834,0.8942123450330612,-1.496126627037799,0.056110867189719485,-0.5249120592598837,1.3422115513917932,1.044714887120822,-2.173208603685593,0.9357531429563227,6.712626311582351,-1.0688351673038359,0.9116156387704957,5.00083065494155,-1.5997900293008367,0.7405606124198367,-0.7450778391867146,1.0109726383401596,1.7562517376283526,1.2432357414113924,1.5676626218842304,1.4599203261288247,1.984914733354005,1.4177561354747312,2.355240650734738,1.7613305655220848,3.021574212926237,1.2830347978732837,0.25415617337082413,0.5199012319538175,0.09925197987032197,0.4619882343164142,0.510599550416234,0.5848046282021517,0.5004808258611926,0.44370988289937424,0.4954469094933636,0.5625536171676486,0.9746530032665734,0.6216881377705282,0.9229873918471541,0.9176229864302503,1.166462218498977,0.8900102481779215,1.3654180148215347,0.9337118341362405,0.42186407236207,3.4608197441970887,0.8857656083371114,-0.14628668157050323,0.4845799154321513,0.8730556710456724,1.34990397146563,0.8375875566168466,-0.7958230084945052,0.9281636923754287,1.3010017634062803,-3.8717750126371455,-3.3789769952018003,-3.714918033744441,0.4728807384910999,-0.7958230084945052,1.907184522528116,GT6,1.1429775721663615,0.14713684006933828,1.0865498939370877,0.2020640614076138,0.8446803936276871,0.05929592699749963,0.5740627144138387,0.06745347195010663,0.2298,0,3,1,1,3.4848142973464618,C1_Escudo,0.3849,0.4596
Navarra,2009,2.9506314503533555,0.9329115329483835,3.3794934984869585,2.8930157238725354,2.657230720629268,1.8698946516794552,-0.5091707363218282,-0.18000886567933283,-0.5904011919775075,-0.0015641867980827533,0.5273605418546016,0.8532549562160971,1.2278984525972099,-1.356541339472056,0.8333528583652986,6.432166297351566,1.2802798646338778,1.3481763953784596,4.723940811306399,-0.1785643391837615,1.0778371581530373,-2.0998997035832296,1.6864837352294857,2.2671218758928537,1.682626218891903,2.2169180031587454,1.7911953400984375,2.1629709750419646,1.6104633756830473,2.459736764523328,2.2583879017867563,3.7548870956894063,0.7353538094622906,0.3396528879330782,0.02893408517869238,0.24680652625259897,0.2330431172168114,0.32978847458741994,0.3779748778436563,0.19646233134213661,0.15989915209170766,0.14872475820983266,0.8990212531929885,0.9344901860375695,0.8970467135115235,1.0930463406191033,0.9778600150615857,1.1420148597057216,0.8237538124102967,1.2734553830636435,0.9537711920837412,0.8490004746337485,2.540797931396269,1.1317552874841499,0.7645311127366706,0.18782855733549375,-0.322933885088569,0.13190708644454707,0.17840365857914595,0.394049080885492,0.933757391264044,1.7651966705143778,-2.6447695185331224,-1.9251300880640345,-2.6667106956050213,-0.5270742216877052,0.394049080885492,0.9863720410011946,GT6,1.1429775721663615,0.14713684006933828,1.0865498939370877,0.2020640614076138,0.8446803936276871,0.05929592699749963,0.5740627144138387,0.06745347195010663,0.2298,0,3,1,1,3.4848142973464618,C1_Escudo,0.3849,0.4596
Navarra,2010,2.8711591817054747,0.9339657870921103,3.359133304673074,2.269126366791192,3.2073671414177465,1.5943348304424387,-0.8347228319613765,-0.43751171276879985,0.18152231666307397,-0.015508684250421791,0.6884019460184463,0.994616247329993,1.346030587446044,-0.7387838361812228,1.0520287579650864,6.265143202514469,3.7692787471295057,1.8326747239769194,4.594763930329671,1.5799361259070859,1.546139135446115,-1.5935604971006954,2.3029348207238916,2.634872467313555,1.987312474416581,2.6846843685174884,2.1951099519736146,2.5183106055741358,2.2280598055727063,2.5264903430570866,2.986059179399293,4.552864098413456,0.8939899734966648,0.38209698284980975,-0.01844199931523186,0.35130412588245596,0.29037493256917174,0.42202702396792213,0.44072144549094205,0.33725716983226933,0.166913665647956,0.11319439858750313,1.18944017824573,1.059830491799841,1.0890662881447009,1.3277975249230576,1.2072818507117724,1.3299530582182835,1.1725942393783535,1.30935960421154,1.2193297696746555,0.8793114406080783,2.5972687955545637,1.300722404129152,1.431620714724933,-0.5439449540359852,-1.310615959342851,0.05677909665445701,0.47475027971931555,0.8526896872824914,0.9104965447623065,2.1851283932485086,-1.1605171069564966,-0.33220089550786464,-1.2860647243678667,0.18791526806940306,0.8526896872824914,1.221788960248976,GT6,1.1429775721663615,0.14713684006933828,1.0865498939370877,0.2020640614076138,0.8446803936276871,0.05929592699749963,0.5740627144138387,0.06745347195010663,0.2298,0,3,1,1,3.4848142973464618,C1_Escudo,0.3849,0.4596
Navarra,2011,2.3314110675940287,0.6432336033909923,2.4849159209566403,1.6614368409983122,3.101529547697347,1.2098228845400503,-1.2595541792548106,-0.616848831832651,1.1314156547170968,-0.01235892503609753,1.259838831670492,0.8867221447786842,1.0752339235708201,-0.04430489862496404,1.0102001172468205,5.556623426978635,5.103351429996896,1.9879955227674162,3.9387842005171527,2.5120482293592543,1.6540151395881617,-2.4542749319721815,2.2762582519926937,2.7770995251467863,2.138695905040692,2.5989730344394664,2.0981357555999174,2.536894647074161,2.334286127483435,2.210613984057898,3.4992062057570847,4.6130375461093145,1.0004883775590618,0.4584568021527943,-0.004316630443979016,0.47239392648436945,0.27438776253282215,0.4937718674087437,0.5030723172988483,0.3471232363186514,0.15748471748509182,0.016723511392429592,1.213426642962197,1.1246598805924475,1.2186875214771336,1.2820149491469264,1.1990342721868936,1.3691891195836834,1.225372781538132,1.1514056510592168,1.370866754662197,0.709403126316767,1.9543460439126377,1.119893572125623,1.680107435022701,-0.37518469843775293,-0.993112938974175,-0.1949064793262186,0.7377193663662681,1.0221470336992118,0.878374598612178,2.5945878952914105,-0.31314556022150497,1.2929208674372652,-0.24738298568367173,0.7089018131602735,1.0221470336992118,1.2927419226648151,GT6,1.1429775721663615,0.14713684006933828,1.0865498939370877,0.2020640614076138,0.8446803936276871,0.05929592699749963,0.5740627144138387,0.06745347195010663,0.2298,0,3,1,1,3.4848142973464618,C1_Escudo,0.3849,0.4596
Navarra,2012,1.3863719085544923,0.30506948879232654,1.5338896866657017,0.7619122475042877,2.3798911597488503,0.7307895248150542,-1.7158650308958296,-1.4774158959673611,1.9798357891843097,-0.06534256722797896,1.4027913001149843,0.744921464652517,1.107538893281613,0.7224513618994242,0.6865506117699014,3.9294123758360406,5.235396971598726,1.740841582653371,2.4085266351774686,3.0841957706084164,1.4508526704797724,-3.6292003684949568,1.6265561515215836,2.0399123224052973,2.276086094409826,1.6508605602008497,1.5995725026668797,2.0812362025765814,1.873734100130892,1.191683977116107,2.861162023461453,3.5263098055627284,-0.10834843996979407,0.424153452794798,-0.5900106109396503,0.20193781946826808,-0.05159819784817955,0.037101757026551434,0.06709387572106737,0.01735873131907506,-0.24947556843323745,-0.4797792733263742,0.9122184245713711,0.5303420150148643,1.14817866938519,0.700280383086995,0.7448513092220779,0.9512019860492202,0.8521214927687639,0.4526317520241142,0.8740048906502889,0.6504046397701191,1.0342637817166822,0.9173597582922484,1.714704299544059,-0.32264225990408363,-1.5106674934347337,-0.9141079313488218,0.017044241946413092,1.571793756477516,0.5386505479087776,2.786592834932707,0.2309643311867152,3.3730672591379793,0.699120979046121,0.44418751207317175,1.571793756477516,-0.4404843563279067,GT6,1.1429775721663615,0.14713684006933828,1.0865498939370877,0.2020640614076138,0.8446803936276871,0.05929592699749963,0.5740627144138387,0.06745347195010663,0.2298,0,3,1,1,3.4848142973464618,C1_Escudo,0.3849,0.4596
